frame number,elapsed,worker
472,15.16035111,6
473,16.32062727,6
474,15.44594206,6
475,19.00802144,6
476,16.8529495,6
477,17.78515628,6
478,18.25583447,6
479,16.5651698,6
480,16.6837346,6
481,16.48022275,6
482,16.76477254,6
483,17.97026909,6
484,15.02280404,6
485,15.02329495,6
486,15.23567832,6
487,15.36589983,6
488,17.40693848,6
489,16.83935507,6
490,16.41107779,6
491,16.93373849,6
492,18.70925269,6
493,15.28410251,6
494,18.2133975,6
495,17.04965882,6
496,17.26103816,6
497,20.4137819,6
498,20.68003841,6
499,19.06053031,6
500,16.04938719,6
501,16.10333551,6
502,21.47877065,6
503,20.7558536,6
504,17.77034234,6
505,15.44795378,6
506,15.59909444,6
507,15.93280887,6
508,15.17492266,6
509,15.6920713,6
510,16.21835098,6
511,15.35824041,6
512,15.78680282,6
513,16.00576216,6
514,15.8475873,6
515,15.80529974,6
516,16.41603514,6
517,15.97879697,6
518,16.98038509,6
519,15.69513181,6
520,15.42581447,6
521,19.32026862,6
522,18.58461857,6
523,16.41962654,6
524,16.68237336,6
525,16.7066504,6
526,16.25779818,6
527,16.21818931,6
528,16.25836907,6
529,15.5482411,6
530,15.84545909,6
531,15.47979158,6
532,15.82553225,6
533,15.58640356,6
534,15.63894537,6
535,16.75563845,6
536,15.77358741,6
537,15.96454389,6
538,15.57654114,6
539,11.42701589,6
540,12.99558928,6
541,12.87667698,7
542,13.47497361,7
543,14.56834345,7
544,14.56300844,7
545,14.52543875,7
546,15.4315321,7
547,16.00692598,7
548,15.94437079,7
549,16.31413624,7
550,15.22737951,7
551,16.12100533,7
552,15.76243486,7
553,17.56483638,7
554,15.07269323,7
555,14.77841554,7
556,14.3271325,7
557,17.21361072,7
558,14.96350751,7
559,14.16233922,7
560,14.38670284,7
561,15.92125131,7
562,17.71225807,7
563,17.17969563,7
564,15.98994924,7
565,18.87232617,7
566,15.23469476,7
567,17.03473161,7
568,16.40339459,7
569,17.20205791,7
570,16.95069302,7
571,17.5845287,7
572,15.64647788,7
573,15.25551737,7
574,15.27320578,7
575,16.86669286,7
576,17.64451689,7
577,16.04976313,7
578,16.07557978,7
579,17.74642603,7
580,17.03058232,7
581,16.59076272,7
582,16.91013566,7
583,17.96307981,7
584,19.06155881,7
585,20.9616507,7
586,20.26189422,7
587,15.35627379,7
588,14.75266353,7
589,17.68986634,7
590,19.66903895,7
591,20.32927441,7
592,16.00803815,7
593,15.63332768,7
594,15.53330818,7
595,15.68807478,7
596,15.80896626,7
597,15.81504143,7
598,16.04973621,7
599,15.2901912,7
600,15.60493174,7
601,15.31062186,7
602,15.79921983,7
603,15.82534157,7
604,16.22510904,7
605,16.41374475,7
606,16.53800568,7
607,15.87889043,7
608,15.89297225,7
609,19.33046475,7
610,18.75129775,7
611,16.52765862,7
612,16.31582913,7
613,16.18749948,7
614,15.92517362,7
615,15.99361463,7
616,16.38108194,7
617,15.49786914,7
618,14.72790153,7
619,14.77756809,7
620,15.53760907,7
621,15.65480437,7
622,15.94748332,7
623,16.68089298,7
624,16.11380203,7
625,16.65434734,7
626,15.17022298,7
627,12.53740334,7
628,12.92592337,8
629,14.30244048,8
630,14.64222161,8
631,14.34387791,8
632,14.24512078,8
633,14.09658904,8
634,15.59707919,8
635,14.53446937,8
636,16.53510742,8
637,15.12030722,8
638,15.69129488,8
639,15.78011726,8
640,16.93752012,8
641,14.5239801,8
642,14.26327423,8
643,14.77926573,8
644,16.08267529,8
645,15.77296269,8
646,14.74862896,8
647,14.94306059,8
648,15.95190551,8
649,16.21865434,8
650,17.89316249,8
651,15.61516287,8
652,19.32724725,8
653,15.39375882,8
654,17.3063045,8
655,15.4758577,8
656,15.66552235,8
657,16.75181733,8
658,17.35138873,8
659,15.3208149,8
660,14.73345412,8
661,14.99010779,8
662,15.99564791,8
663,17.36569211,8
664,15.46549114,8
665,15.58890849,8
666,16.53711172,8
667,17.41911337,8
668,15.98693631,8
669,18.14620703,8
670,16.55643683,8
671,17.18009762,8
672,19.44957212,8
673,20.57473747,8
674,18.23762159,8
675,15.27103904,8
676,15.33279494,8
677,19.70386147,8
678,20.95376866,8
679,17.92864401,8
680,14.84437902,8
681,15.65631027,8
682,15.79922323,8
683,15.68701742,8
684,16.23374662,8
685,16.05282416,8
686,15.42415905,8
687,15.11347103,8
688,15.0338209,8
689,14.70663932,8
690,15.18178677,8
691,15.20225031,8
692,16.1558938,8
693,15.5230375,8
694,16.09806344,8
695,15.60891086,8
696,16.21204985,8
697,19.26472186,8
698,17.7078235,8
699,16.99726714,8
700,17.13598838,8
701,16.5148426,8
702,16.1787289,8
703,16.59455788,8
704,15.85467105,8
705,15.96158839,8
706,15.88312972,8
707,15.74022646,8
708,15.94927373,8
709,15.89488538,8
710,15.39400521,8
711,15.74346294,8
712,15.86496506,8
713,16.07548749,8
714,12.43902853,8
715,12.55640858,9
716,14.42229629,9
717,14.60865425,9
718,14.29624758,9
719,14.67761074,9
720,15.78447386,9
721,15.13332853,9
722,15.33301199,9
723,15.38727134,9
724,15.08875292,9
725,16.48094778,9
726,16.80724064,9
727,16.1023876,9
728,14.63135289,9
729,14.35313295,9
730,15.03124797,9
731,16.51153314,9
732,14.9916758,9
733,14.55958734,9
734,15.24685331,9
735,16.0379787,9
736,18.46509996,9
737,16.80906271,9
738,17.29216853,9
739,18.632708,9
740,16.11346928,9
741,16.49254738,9
742,16.21306523,9
743,16.149301,9
744,16.99390957,9
745,15.61034318,9
746,15.30069287,9
747,14.93552078,9
748,14.81660977,9
749,16.47142873,9
750,16.94730503,9
751,15.59625271,9
752,15.84920934,9
753,17.61062267,9
754,16.88783552,9
755,16.22157962,9
756,17.63088055,9
757,17.51906942,9
758,18.58830057,9
759,20.82639038,9
760,20.41067834,9
761,15.86769523,9
762,15.4734546,9
763,17.39672743,9
764,20.25128776,9
765,19.83732296,9
766,16.03117534,9
767,15.49850975,9
768,15.61703262,9
769,15.9227427,9
770,16.04505972,9
771,15.45939201,9
772,15.79016015,9
773,15.86855135,9
774,15.36691883,9
775,14.43063647,9
776,16.31929739,9
777,16.02494479,9
778,15.90833952,9
779,15.6924915,9
780,16.43662449,9
781,15.99253077,9
782,16.29433442,9
783,19.95629577,9
784,18.63460685,9
785,16.70863289,9
786,16.58206271,9
787,16.89046815,9
788,16.164647,9
789,16.53166434,9
790,15.80072642,9
791,15.91673089,9
792,15.60117922,9
793,15.38029324,9
794,16.0517903,9
795,15.76798345,9
796,16.18157353,9
797,16.47839034,9
798,16.33715319,9
799,16.36190987,9
800,14.42129202,9
,,9
